status,shopCode,name,category,subcategory,confidence,source,family,reasonCode,reason,evidence,negativeEvidence
AUTO_READY,КГ-00602,Шпилька креп. паука ЗИЛ-130 длин./коротк.,ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,other_products_fallback,"Универсальные метизы без автомобильного узлового контекста отправляются в скрытую подкатегорию Прочие товары. Сигналы согласованы: term:шпилька, phrase:шпилька.",family:other_products_fasteners | token:шпилька | phrase:шпилька | validation:normalizer:7:useful_tokens,
AUTO_READY,КГ-00714,Ключ (переходник) 17 хром,ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,close_candidates_or_weak_gap,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:переходник, phrase:переходник.",family:other_products_fittings | token:переходник | phrase:переходник | validation:normalizer:4:useful_tokens,
AUTO_READY,КГ-00867,Штуцер под шланги 22х12,ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,other_products_fallback,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:штуцер, phrase:штуцер.",family:other_products_fittings | token:штуцер | phrase:штуцер | validation:normalizer:4:useful_tokens,
AUTO_READY,КГ-00927,Фитинг 22х12 с наружной резьбой,ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,neighbor_group_confirmation,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:фитинг, phrase:фитинг.",family:other_products_fittings | token:фитинг | phrase:фитинг | validation:normalizer:5:useful_tokens,
AUTO_READY,КГ-01220,Штуцер (переходник) М10хМ10 853963,ves-assortiment,other-products,0.975,other_products_fallback,Прочие товары: универсальные фитинги и соединители,other_products_fallback,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:штуцер, term:переходник, phrase:штуцер, phrase:переходник.",family:other_products_fittings | token:штуцер | token:переходник | phrase:штуцер | phrase:переходник | validation:normalizer:4:useful_tokens,
AUTO_READY,КГ-01221,Штуцер (переходник) М10хМ12 853979,ves-assortiment,other-products,0.975,other_products_fallback,Прочие товары: универсальные фитинги и соединители,other_products_fallback,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:штуцер, term:переходник, phrase:штуцер, phrase:переходник.",family:other_products_fittings | token:штуцер | token:переходник | phrase:штуцер | phrase:переходник | validation:normalizer:4:useful_tokens,
AUTO_READY,КГ-01228,Штуцер (переходник) М20хМ14 (с гайкой) 853974,ves-assortiment,other-products,0.975,other_products_fallback,Прочие товары: универсальные фитинги и соединители,other_products_fallback,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:штуцер, term:переходник, phrase:штуцер, phrase:переходник.",family:other_products_fittings | token:штуцер | token:переходник | phrase:штуцер | phrase:переходник | validation:normalizer:5:useful_tokens,
AUTO_READY,КГ-01235,Кронштейн номерного знака Газель,ves-assortiment,other-products,0.94,other_products_fallback,Прочие товары: универсальные хомуты и держатели,close_candidates_or_weak_gap,"Универсальные хомуты, зажимы и держатели без системного контекста относятся к Прочим товарам. Сигналы согласованы: term:кронштейн, phrase:кронштейн.",family:other_products_clamps_brackets | token:кронштейн | phrase:кронштейн | validation:normalizer:5:useful_tokens,
AUTO_READY,КР-00114,Болт опоры замка 2108,ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,other_products_fallback,"Универсальные метизы без автомобильного узлового контекста отправляются в скрытую подкатегорию Прочие товары. Сигналы согласованы: term:болт, phrase:болт.",family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:4:useful_tokens,
AUTO_READY,КР-00140,Кронштейн руля ВАЗ,ves-assortiment,other-products,0.94,other_products_fallback,Прочие товары: универсальные хомуты и держатели,other_products_fallback,"Универсальные хомуты, зажимы и держатели без системного контекста относятся к Прочим товарам. Сигналы согласованы: term:кронштейн, phrase:кронштейн.",family:other_products_clamps_brackets | token:кронштейн | phrase:кронштейн | validation:normalizer:4:useful_tokens,
AUTO_READY,КР-00418,"Кронштейн Калина-2110 дв.1,6",ves-assortiment,other-products,0.94,other_products_fallback,Прочие товары: универсальные хомуты и держатели,other_products_fallback,"Универсальные хомуты, зажимы и держатели без системного контекста относятся к Прочим товарам. Сигналы согласованы: term:кронштейн, phrase:кронштейн.",family:other_products_clamps_brackets | token:кронштейн | phrase:кронштейн | validation:normalizer:4:useful_tokens,
AUTO_READY,ОК-00222,Шайба упорная передняя растяжки,ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,close_candidates_or_weak_gap,"Универсальные метизы без автомобильного узлового контекста отправляются в скрытую подкатегорию Прочие товары. Сигналы согласованы: term:шайба, phrase:шайба.",family:other_products_fasteners | token:шайба | phrase:шайба | validation:normalizer:5:useful_tokens,
AUTO_READY,ХСГ-00417,Шпилька с гайкой ЗАЗ (за 1 шт),ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,other_products_fallback,"Универсальные метизы без автомобильного узлового контекста отправляются в скрытую подкатегорию Прочие товары. Сигналы согласованы: term:шпилька, phrase:шпилька.",family:other_products_fasteners | token:шпилька | phrase:шпилька | validation:normalizer:4:useful_tokens,
AUTO_READY,А-00534,"Тройник с USB ""КОТО""",ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,other_products_fallback,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:тройник, phrase:тройник.",family:other_products_fittings | token:тройник | phrase:тройник | validation:normalizer:4:useful_tokens,
AUTO_READY,А-01031,Болт номера нержавейка,ves-assortiment,other-products,0.968,other_products_fallback,Прочие товары: универсальные метизы,other_products_fallback,"Универсальные метизы без автомобильного узлового контекста отправляются в скрытую подкатегорию Прочие товары. Сигналы согласованы: term:болт, phrase:болт, optional:нержав.",family:other_products_fasteners | token:болт | phrase:болт | validation:optional:нержав | validation:normalizer:4:useful_tokens,
AUTO_READY,А-01132,Переходник USB (AVS ST-04),ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,other_products_fallback,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:переходник, phrase:переходник.",family:other_products_fittings | token:переходник | phrase:переходник | validation:normalizer:5:useful_tokens,
AUTO_READY,А-01512,"Тройник ""HAYENER""",ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,other_products_fallback,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:тройник, phrase:тройник.",family:other_products_fittings | token:тройник | phrase:тройник | validation:normalizer:3:useful_tokens,
AUTO_READY,Г-00238,Тройник выпуска газов КАМАЗ №5297-1203035,ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,other_products_fallback,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:тройник, phrase:тройник.",family:other_products_fittings | token:тройник | phrase:тройник | validation:normalizer:6:useful_tokens,
AUTO_READY,Г-00349,Тройник выпуска газов КАМАЗ №54115-1203035,ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,other_products_fallback,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:тройник, phrase:тройник.",family:other_products_fittings | token:тройник | phrase:тройник | validation:normalizer:6:useful_tokens,
AUTO_READY,ДВ-00169,Шайба регулировки клапанов 2108 (д. до 0.,ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,close_candidates_or_weak_gap,"Универсальные метизы без автомобильного узлового контекста отправляются в скрытую подкатегорию Прочие товары. Сигналы согласованы: term:шайба, phrase:шайба.",family:other_products_fasteners | token:шайба | phrase:шайба | validation:normalizer:6:useful_tokens,
AUTO_READY,ДВ-00180,Тройник головки 2108,ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,neighbor_group_confirmation,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:тройник, phrase:тройник.",family:other_products_fittings | token:тройник | phrase:тройник | validation:normalizer:3:useful_tokens,
AUTO_READY,ДВ-00181,Тройник головки 2101-07,ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,neighbor_group_confirmation,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:тройник, phrase:тройник.",family:other_products_fittings | token:тройник | phrase:тройник | validation:normalizer:4:useful_tokens,
AUTO_READY,ДВ-00188,Муфта реверса 2110,ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,close_candidates_or_weak_gap,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:муфта, phrase:муфта.",family:other_products_fittings | token:муфта | phrase:муфта | validation:normalizer:3:useful_tokens,
AUTO_READY,ДВ-00245,Переходник маслян. ВАЗ,ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,other_products_fallback,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:переходник, phrase:переходник.",family:other_products_fittings | token:переходник | phrase:переходник | validation:normalizer:4:useful_tokens,
AUTO_READY,ДВ-00319,Кронштейн диффузора Нива,ves-assortiment,other-products,0.94,other_products_fallback,Прочие товары: универсальные хомуты и держатели,close_candidates_or_weak_gap,"Универсальные хомуты, зажимы и держатели без системного контекста относятся к Прочим товарам. Сигналы согласованы: term:кронштейн, phrase:кронштейн.",family:other_products_clamps_brackets | token:кронштейн | phrase:кронштейн | validation:normalizer:4:useful_tokens,
AUTO_READY,ДВ-00572,Кронштейн натяжного ролика в сборе Калина,ves-assortiment,other-products,0.94,other_products_fallback,Прочие товары: универсальные хомуты и держатели,close_candidates_or_weak_gap,"Универсальные хомуты, зажимы и держатели без системного контекста относятся к Прочим товарам. Сигналы согласованы: term:кронштейн, phrase:кронштейн.",family:other_products_clamps_brackets | token:кронштейн | phrase:кронштейн | validation:normalizer:6:useful_tokens,
AUTO_READY,ДВ-00669,Кронштейн Лада Веста № 21129-1041132-00,ves-assortiment,other-products,0.94,other_products_fallback,Прочие товары: универсальные хомуты и держатели,other_products_fallback,"Универсальные хомуты, зажимы и держатели без системного контекста относятся к Прочим товарам. Сигналы согласованы: term:кронштейн, phrase:кронштейн.",family:other_products_clamps_brackets | token:кронштейн | phrase:кронштейн | validation:normalizer:5:useful_tokens,
AUTO_READY,ДВ-00723,Соединитель воздушных шлангов 2107 инж.,ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,close_candidates_or_weak_gap,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:соединитель, phrase:соединитель.",family:other_products_fittings | token:соединитель | phrase:соединитель | validation:normalizer:5:useful_tokens,
AUTO_READY,ДВ-00724,Соединитель воздушных шлангов 21214 инж.,ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,close_candidates_or_weak_gap,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:соединитель, phrase:соединитель.",family:other_products_fittings | token:соединитель | phrase:соединитель | validation:normalizer:5:useful_tokens,
AUTO_READY,ЗЧМ-00056,Винт коромысел Москвич,ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,other_products_fallback,"Универсальные метизы без автомобильного узлового контекста отправляются в скрытую подкатегорию Прочие товары. Сигналы согласованы: term:винт, phrase:винт.",family:other_products_fasteners | token:винт | phrase:винт | validation:normalizer:4:useful_tokens,
AUTO_READY,ЗЧМ-00076,Гайка М 8 мелкая резьба шаг 1,ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,other_products_fallback,"Универсальные метизы без автомобильного узлового контекста отправляются в скрытую подкатегорию Прочие товары. Сигналы согласованы: term:гайка, phrase:гайка.",family:other_products_fasteners | token:гайка | phrase:гайка | validation:normalizer:5:useful_tokens,
AUTO_READY,ЗЧМ-00093,Шайба регулировки развала 2141,ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,close_candidates_or_weak_gap,"Универсальные метизы без автомобильного узлового контекста отправляются в скрытую подкатегорию Прочие товары. Сигналы согласованы: term:шайба, phrase:шайба.",family:other_products_fasteners | token:шайба | phrase:шайба | validation:normalizer:4:useful_tokens,
AUTO_READY,ЗЧМ-00104,"Муфта 1, 2-ой передачи 2140 в сборе",ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,close_candidates_or_weak_gap,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:муфта, phrase:муфта.",family:other_products_fittings | token:муфта | phrase:муфта | validation:normalizer:5:useful_tokens,
AUTO_READY,ЗЧМ-00105,"Муфта 3,4-ой передачи 2140 в сборе",ves-assortiment,other-products,0.95,other_products_fallback,Прочие товары: универсальные фитинги и соединители,close_candidates_or_weak_gap,"Универсальные фитинги, переходники и соединители без назначения к системе относятся к Прочим товарам. Сигналы согласованы: term:муфта, phrase:муфта.",family:other_products_fittings | token:муфта | phrase:муфта | validation:normalizer:5:useful_tokens,
AUTO_READY,ЗЧМ-00273,Болт направляющий 2141,ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,other_products_fallback,"Универсальные метизы без автомобильного узлового контекста отправляются в скрытую подкатегорию Прочие товары. Сигналы согласованы: term:болт, phrase:болт.",family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:3:useful_tokens,
AUTO_READY,ЗЧМ-00342,Гайка трамблера 2141,ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,other_products_fallback,"Универсальные метизы без автомобильного узлового контекста отправляются в скрытую подкатегорию Прочие товары. Сигналы согласованы: term:гайка, phrase:гайка.",family:other_products_fasteners | token:гайка | phrase:гайка | validation:normalizer:3:useful_tokens,
AUTO_READY,ЗЧМ-00373,Шпилька коллектора Москвич 8 шаг 1.0,ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,close_candidates_or_weak_gap,"Универсальные метизы без автомобильного узлового контекста отправляются в скрытую подкатегорию Прочие товары. Сигналы согласованы: term:шпилька, phrase:шпилька.",family:other_products_fasteners | token:шпилька | phrase:шпилька | validation:normalizer:6:useful_tokens,
AUTO_READY,ЗЧМ-00522,Шпилька блока Москвич,ves-assortiment,other-products,0.96,other_products_fallback,Прочие товары: универсальные метизы,close_candidates_or_weak_gap,"Универсальные метизы без автомобильного узлового контекста отправляются в скрытую подкатегорию Прочие товары. Сигналы согласованы: term:шпилька, phrase:шпилька.",family:other_products_fasteners | token:шпилька | phrase:шпилька | validation:normalizer:4:useful_tokens,
