status,shopCode,name,category,subcategory,confidence,source,family,reasonCode,reason,evidence,negativeEvidence
GROUP_REVIEW,А-00154,Заглушки болтов (20 шт),ves-assortiment,other-products,0.92,weak_group_candidate,Прочие товары: универсальные метизы,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные метизы"" для быстрого подтверждения: term:болт.",family:other_products_fasteners | token:болт | validation:normalizer:3:useful_tokens,
GROUP_REVIEW,А-01894,Кольца простав. динамиков 6х9,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольца.",family:other_products_fittings | token:кольца | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,А-02305,"Рулетка 5мх19мм обрезиненный корпус (3 фиксатора, зацеп с магнитом) AVS",ves-assortiment,other-products,0.9,weak_group_candidate,Прочие товары: универсальные хомуты и держатели,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные хомуты и держатели"" для быстрого подтверждения: term:фиксатор.",family:other_products_clamps_brackets | token:фиксатор | validation:normalizer:8:useful_tokens,
GROUP_REVIEW,Г-00544,Труба с тройником №53212-1203015-90,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:тройник.",family:other_products_fittings | token:тройник | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,ДВ-00045,Кольца Кострома Приора 82.0,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольца.",family:other_products_fittings | token:кольца | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,ДВ-00223,Кольца ВАЗ СТК,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольца.",family:other_products_fittings | token:кольца | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,ДВ-00235,Кольца ВАЗ MAHLE,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольца.",family:other_products_fittings | token:кольца | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,ДВ-00315,Кольцо ДМРВ соединительное ВАЗ,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:соединитель, term:кольцо.",family:other_products_fittings | token:соединитель | token:кольцо | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,ДВ-00383,"Кольца н. обр. ""Прагматик"" (Ярославль)",ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольца.",family:other_products_fittings | token:кольца | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,ДВ-00437,Кольца кострома ВАЗ,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольца.",family:other_products_fittings | token:кольца | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,ДВ-00617,"Кольца ВАЗ - 76,5",ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольца.",family:other_products_fittings | token:кольца | validation:normalizer:3:useful_tokens,
GROUP_REVIEW,ДВ-00693,"Кольца СТК Приора 82,5",ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольца.",family:other_products_fittings | token:кольца | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,ДВ-00707,"Кольцо форсунок ВАЗ дв. 1.6, 1 шт",ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо.",family:other_products_fittings | token:кольцо | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,ЗЧМ-00044,Запорное кольцо выжимного 2140,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо.",family:other_products_fittings | token:кольцо | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,ЗЧМ-00114,Кольца гильз Москвич (4 шт комплект),ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольца.",family:other_products_fittings | token:кольца | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,ЗЧМ-00378,Ремкомплект фиксаторов 2141,ves-assortiment,other-products,0.9,weak_group_candidate,Прочие товары: универсальные хомуты и держатели,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные хомуты и держатели"" для быстрого подтверждения: term:фиксатор.",family:other_products_clamps_brackets | token:фиксатор | validation:normalizer:3:useful_tokens,
GROUP_REVIEW,ЗЧМ-00451,Кольца Москвич 85.0 (Стапри),ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольца.",family:other_products_fittings | token:кольца | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,ЗЧМ-00521,"Кольца ""Стапри"" 82.5 Москвич",ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольца.",family:other_products_fittings | token:кольца | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,ЗЧМ-00590,Набор болтов развала 2141,ves-assortiment,other-products,0.92,weak_group_candidate,Прочие товары: универсальные метизы,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные метизы"" для быстрого подтверждения: term:болт.",family:other_products_fasteners | token:болт | validation:normalizer:3:useful_tokens,
GROUP_REVIEW,ИН-00298,12409F Кольцо уплотнительное,ves-assortiment,other-products,0.918,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо, optional:уплотн.",family:other_products_fittings | token:кольцо | validation:optional:уплотн | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,ИН-00689,06.301AL Труба соединительная DAEWOO NE,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:соединитель.",family:other_products_fittings | token:соединитель | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,ИН-00693,Пистон крепления эмблемы Рено № 924,ves-assortiment,other-products,0.9,weak_group_candidate,Прочие товары: универсальные хомуты и держатели,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные хомуты и держатели"" для быстрого подтверждения: term:крепления.",family:other_products_clamps_brackets | token:крепления | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,ИН-00880,Кольцо уплотнительное,ves-assortiment,other-products,0.918,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо, optional:уплотн.",family:other_products_fittings | token:кольцо | validation:optional:уплотн | validation:normalizer:3:useful_tokens,
GROUP_REVIEW,ИН-01003,Штуцер-соединитель трубок для иномарок,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:штуцер.",family:other_products_fittings | token:штуцер | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,ИН-01203,JP1121101600 Кольцо уплотнительное,ves-assortiment,other-products,0.918,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо, optional:уплотн.",family:other_products_fittings | token:кольцо | validation:optional:уплотн | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,ИН-01242,771-961F Кольцо уплотнительное 61х77,ves-assortiment,other-products,0.918,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо, optional:уплотн.",family:other_products_fittings | token:кольцо | validation:optional:уплотн | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,ИН-01659,Кольцо трамблёра PARTS-MALL Р1Е-С002,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо.",family:other_products_fittings | token:кольцо | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,К-00004,Гайка. М 6 самоконтрящая ВАЗ,ves-assortiment,other-products,0.92,weak_group_candidate,Прочие товары: универсальные метизы,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные метизы"" для быстрого подтверждения: term:гайка.",family:other_products_fasteners | token:гайка | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,К-00005,Гайка. М 8 самоконтрящая ВАЗ,ves-assortiment,other-products,0.92,weak_group_candidate,Прочие товары: универсальные метизы,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные метизы"" для быстрого подтверждения: term:гайка.",family:other_products_fasteners | token:гайка | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,К-00009,Шайба. М 8,ves-assortiment,other-products,0.92,weak_group_candidate,Прочие товары: универсальные метизы,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные метизы"" для быстрого подтверждения: term:шайба.",family:other_products_fasteners | token:шайба | validation:normalizer:2:useful_tokens,
GROUP_REVIEW,К-00011,Шайба. М 6 диам. поддона ВАЗ 01-08,ves-assortiment,other-products,0.92,weak_group_candidate,Прочие товары: универсальные метизы,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные метизы"" для быстрого подтверждения: term:шайба.",family:other_products_fasteners | token:шайба | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,К-00187,Хомуты,ves-assortiment,other-products,0.9,weak_group_candidate,Прочие товары: универсальные хомуты и держатели,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные хомуты и держатели"" для быстрого подтверждения: term:хомут, term:хомуты.",family:other_products_clamps_brackets | token:хомут | token:хомуты | validation:normalizer:2:useful_tokens,
GROUP_REVIEW,К-00188,Хомуты,ves-assortiment,other-products,0.9,weak_group_candidate,Прочие товары: универсальные хомуты и держатели,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные хомуты и держатели"" для быстрого подтверждения: term:хомут, term:хомуты.",family:other_products_clamps_brackets | token:хомут | token:хомуты | validation:normalizer:2:useful_tokens,
GROUP_REVIEW,К-00228,Кольцо шруза 2108,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо.",family:other_products_fittings | token:кольцо | validation:normalizer:3:useful_tokens,
GROUP_REVIEW,К-00229,Гроверные шайбы на 12,ves-assortiment,other-products,0.92,weak_group_candidate,Прочие товары: универсальные метизы,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные метизы"" для быстрого подтверждения: term:шайбы.",family:other_products_fasteners | token:шайбы | validation:normalizer:3:useful_tokens,
GROUP_REVIEW,К-00230,Гроверные шайбы на 14,ves-assortiment,other-products,0.92,weak_group_candidate,Прочие товары: универсальные метизы,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные метизы"" для быстрого подтверждения: term:шайбы.",family:other_products_fasteners | token:шайбы | validation:normalizer:3:useful_tokens,
GROUP_REVIEW,К-00231,Гроверные шайбы на 10,ves-assortiment,other-products,0.92,weak_group_candidate,Прочие товары: универсальные метизы,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные метизы"" для быстрого подтверждения: term:шайбы.",family:other_products_fasteners | token:шайбы | validation:normalizer:3:useful_tokens,
GROUP_REVIEW,К-00250,Шпильки передних стоек 2108,ves-assortiment,other-products,0.92,weak_group_candidate,Прочие товары: универсальные метизы,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные метизы"" для быстрого подтверждения: term:шпильки.",family:other_products_fasteners | token:шпильки | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,К-00251,Клеммы- зажимы,ves-assortiment,other-products,0.9,weak_group_candidate,Прочие товары: универсальные хомуты и держатели,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные хомуты и держатели"" для быстрого подтверждения: term:зажим, term:зажимы.",family:other_products_clamps_brackets | token:зажим | token:зажимы | validation:normalizer:3:useful_tokens,
GROUP_REVIEW,К-00277,Гроверные шайбы на 8,ves-assortiment,other-products,0.92,weak_group_candidate,Прочие товары: универсальные метизы,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные метизы"" для быстрого подтверждения: term:шайбы.",family:other_products_fasteners | token:шайбы | validation:normalizer:3:useful_tokens,
GROUP_REVIEW,К-00381,Кольцо стопорное для валов Ф-6,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо.",family:other_products_fittings | token:кольцо | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,К-00459,Ремкомплект крепления электровентилятора,ves-assortiment,other-products,0.9,weak_group_candidate,Прочие товары: универсальные хомуты и держатели,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные хомуты и держатели"" для быстрого подтверждения: term:крепления.",family:other_products_clamps_brackets | token:крепления | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,К-00463,Скоба-защелка панели Гранта,ves-assortiment,other-products,0.9,weak_group_candidate,Прочие товары: универсальные хомуты и держатели,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные хомуты и держатели"" для быстрого подтверждения: term:скоба.",family:other_products_clamps_brackets | token:скоба | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,К-00485,Скоба-защёлка панели Шевроле-Нива,ves-assortiment,other-products,0.9,weak_group_candidate,Прочие товары: универсальные хомуты и держатели,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные хомуты и держатели"" для быстрого подтверждения: term:скоба.",family:other_products_clamps_brackets | token:скоба | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,К-00575,Рем.комплект подвесной муфты 2101-07,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:муфты.",family:other_products_fittings | token:муфты | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,К-00663,Набор крепления поперечной штанги стабил.-,ves-assortiment,other-products,0.9,weak_group_candidate,Прочие товары: универсальные хомуты и держатели,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные хомуты и держатели"" для быстрого подтверждения: term:крепления.",family:other_products_clamps_brackets | token:крепления | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,К-00679,Рем. набор крепления воздушного фланца (с,ves-assortiment,other-products,0.9,weak_group_candidate,Прочие товары: универсальные хомуты и держатели,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные хомуты и держатели"" для быстрого подтверждения: term:крепления.",family:other_products_clamps_brackets | token:крепления | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,К-00680,Рем. набор крепления зад. балки 2108-09,ves-assortiment,other-products,0.9,weak_group_candidate,Прочие товары: универсальные хомуты и держатели,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные хомуты и держатели"" для быстрого подтверждения: term:крепления.",family:other_products_clamps_brackets | token:крепления | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,К-00780,Кольцо сепаратора 2108,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо.",family:other_products_fittings | token:кольцо | validation:normalizer:3:useful_tokens,
GROUP_REVIEW,К-00791,Кольцо стоп. сепаратора 2121,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо.",family:other_products_fittings | token:кольцо | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,К-00796,Хомуты NORMA 150-170 мм,ves-assortiment,other-products,0.9,weak_group_candidate,Прочие товары: универсальные хомуты и держатели,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные хомуты и держатели"" для быстрого подтверждения: term:хомут, term:хомуты.",family:other_products_clamps_brackets | token:хомут | token:хомуты | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,К-00860,"Скоба-защёлка панели ""Калина""",ves-assortiment,other-products,0.9,weak_group_candidate,Прочие товары: универсальные хомуты и держатели,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные хомуты и держатели"" для быстрого подтверждения: term:скоба.",family:other_products_clamps_brackets | token:скоба | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,К-00861,Кольцо стопорное для вал. ф4 быстросъёмное,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо.",family:other_products_fittings | token:кольцо | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,К-00862,Кольцо стопорное для вал. ф5 быстросъёмное,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо.",family:other_products_fittings | token:кольцо | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,К-00864,Кольцо стопорное для вал. ф8 быстросъёмное,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо.",family:other_products_fittings | token:кольцо | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,К-00865,Кольцо стопорное для вал. ф10 быстросъёмное,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо.",family:other_products_fittings | token:кольцо | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,К-00866,Кольцо стопорное для вал. ф12 быстросъёмное,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо.",family:other_products_fittings | token:кольцо | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,К-00867,Кольцо стопорное для вал. ф15 быстросъёмное,ves-assortiment,other-products,0.91,weak_group_candidate,Прочие товары: универсальные фитинги и соединители,group_confirmation,"Предложена узкая группа ""Прочие товары: универсальные фитинги и соединители"" для быстрого подтверждения: term:кольцо.",family:other_products_fittings | token:кольцо | validation:normalizer:6:useful_tokens,
