groupId,label,count,target,confidence,homogeneity,reviewSampleSize,riskFlags,examples,outliers
accessory_electronics|other|видеорегистратор|aksessuary|prochie-aksessuary,Автоэлектроника и устройства,15,aksessuary/prochie-aksessuary,0.89,1,8,,А-01226 Видеорегистратор 2 камеры DVR | А-01451 Видеорегистратор EPLUTUS 931 | А-01148 Видеорегистратор XPX P40 Pro | А-01166 Видеорегистратор | А-01167 Видеорегистратор 930 | А-01219 Видеорегистратор EPLUTUS 030 | А-01294 Видеорегистратор XPX P20 Pro | А-01450 Видеорегистратор DUR 300 2 камеры,
interior|other|накладка|kuzov-i-optika|elementy-salona,Элементы салона,15,kuzov-i-optika/elementy-salona,0.85,1,8,near_threshold_or_close_candidate,А-00439 Накладка кулисы 2101-07 | А-00509 Накладка потолка 2105-07 | ЗЧМ-00241 Накладка поводка 2141 Москвич | ЗЧМ-00358 Накладка с пепельницой 2141 | КР-00439 Накладка центральная Приора | А-00261 Накладка заднего замка 2109 | А-00431 Накладка тоннеля 2121 | А-00584 Накладка люка б/бака,А-00439 Накладка кулисы 2101-07
active_neighbor|fittings|active-neighbor-82|tormoznaya-sistema|prochaya-tormoznaya-sistema,Похожие активные товары,14,tormoznaya-sistema/prochaya-tormoznaya-sistema,0.9391,1,8,,КГ-00927 Фитинг 22х12 с наружной резьбой | КГ-00926 Фитинг 22х10 с наружной резьбой | КГ-00928 Фитинг 22х8 с наружной резьбой | КГ-00929 Фитинг 12х12 с наружной резьбой | КГ-00930 Фитинг 16х6 с наружной резьбой | КГ-00931 Фитинг 16х12 с наружной резьбой | КГ-00932 Фитинг 12х10 с наружной резьбой | КГ-00933 Фитинг 10х12 с наружной резьбой,
wheel_fasteners|nuts|гайка-колес|aksessuary|shiny-i-diski,"Колёсные болты, гайки и шпильки",13,aksessuary/shiny-i-diski,0.912,1,8,near_threshold_or_close_candidate,ЗЧМ-00041 Гайка колес Москвич 2140 | К-00108 Гайка колёс Нива | К-00408 Гайка колес Нива (удлиненная) | К-00657 Гайка колес М12Х1.5 высокая (никель) | КГ-00028 Гайка колес Газель-Бычок | КГ-00144 Гайка колёс Таврия | КГ-00464 Гайка колес КАМАЗ | КГ-00650 Гайка колес УАЗ 14х1.5 ключ 19,КГ-00650 Гайка колес УАЗ 14х1.5 ключ 19
adhesive_tapes|adhesive_tapes|скотч|aksessuary|prochie-aksessuary,Скотч и клейкие ленты,13,aksessuary/prochie-aksessuary,0.8424,1,8,,"А-00214 Скотч ""Боди"" 25 мм | А-00219 Скотч ""Боди"" 38 мм | А-00886 Скотч 2-х сторонний ""ЗМ"" (9 мм) | А-01103 ""ЗМ"" Скотч 2-х сторон. 15 мм | А-02104 TOP CAR Скотч 38 мм/40м | А-00461 Скотч 50 мм | А-00973 Скотч ""3М"" (9 мм, 33 м) | А-02245 Скотч 150 мм",
car_fragrances|fragrances|дезодорант|aksessuary|prochie-aksessuary,Ароматизаторы и дезодоранты,12,aksessuary/prochie-aksessuary,0.8567,1,8,near_threshold_or_close_candidate,"А-00266 Дезодорант ""Кубики"" | А-00773 Дезодорант гелевый (вентилятор) | А-00917 Дезодорант гелевый (животные) | А-00977 Дезодорант ""Елочка"" (большая) | А-01107 Дезодорант в баночке Органика | А-01424 Дезодорант автомобильный | А-01434 Дезодорант под сиденье | А-01655 Дезодорант ""DIFFEREN""",А-01434 Дезодорант под сиденье
body_air_intakes|other|воздухозаборник|kuzov-i-optika|kuzovnye-detali,Кузовные воздухозаборники,12,kuzov-i-optika/kuzovnye-detali,0.8767,1,8,,"А-00623 Воздухозаборник Нива | А-01290 Воздухозаборник Нива н/о хром | А-00483 Воздухозаборник ОКА | А-00793 Воздухозаборник Нива, 2106 | А-01493 Воздухозаборник Нива черный, белый | А-01919 Воздухозаборник 2110 (тюнинг) наклад. | А-02341 Воздухозаборник Нива-Легенда 21214 | КГ-00239 Воздухозаборник УАЗ",
steering_wheel_covers|steering_wheel_covers|оплетка|aksessuary|prochie-aksessuary,Оплетки руля,11,aksessuary/prochie-aksessuary,0.9073,1,8,,"А-02324 Оплётка для перетяжки руля ""АвтоПрофи"" | А-01612 Оплетка (натуральный мех) | А-01823 Оплётка 48 см | А-02099 Оплётка Гранта | А-02100 Оплётка Солярис, Рио | А-01481 Оплётка ""HR"" Израиль | А-01615 Оплетка ""DAKAR"" HR | А-01649 Оплётка PSV",
body_small_exterior|other|жабо|kuzov-i-optika|kuzovnye-detali,Малые кузовные элементы,10,kuzov-i-optika/kuzovnye-detali,0.8912,1,8,,КР-00348 Жабо ВАЗ 2108 (за 2 шт) | ИН-01127 Жабо Рено Дастер | А-01112 Жабо 2115 | А-02228 Жабо 2170 Приора | ИН-01128 Жабо Рено Логан | К-00947 Набор жабо 1118 | К-00948 Набор жабо 2110 | К-00949 Набор жабо 2170,
exhaust_hardware|studs|коллектор|dvigatel-i-transmissiya|vyhlopnaya-sistema,Метизы и хомуты выхлопной системы,10,dvigatel-i-transmissiya/vyhlopnaya-sistema,0.872,1,8,,КГ-00598 Шпилька коллектора ЗИЛ-130 короткая | КГ-00599 Шпилька коллектора ЗИЛ-130 длин. | ЗЧМ-00373 Шпилька коллектора Москвич 8 шаг 1.0 | К-00489 Шпилька коллектора М6*30 2108 | К-00559 Шпилька М10*25 вып. коллектора 21103 | К-00712 Шпилька М10*25 вып. коллектора 21103 | КГ-00032 Шпилька коллектора ГАЗ | КГ-00034 Шпилька коллектора ГАЗ,
electrical_misc|other|переключатель|elektrika|prochaya-elektrika,Прочая электрика,10,elektrika/prochaya-elektrika,0.85,1,8,,ИН-00881 Переключатель | ЗЧМ-00296 Центральный переключатель света Москвич | ИН-00185 Переключатель света центр. Ланос | ИН-00197 Переключатель света Дэу-Нексиа | ИН-00734 Переключатель поворотов Ланос | ИН-00787 Переключатель поворотов Рено Логан | ИН-01022 Переключатель поворотов Рено-Логан н. об | ИН-01518 Переключатель подрул. свет. сигнал Renault Logan (-14) без ПТФ,
steering_wheels|steering_wheels|руль|kuzov-i-optika|kuzovnye-detali,Рули и рулевые колеса,10,kuzov-i-optika/kuzovnye-detali,0.82,1,8,,"А-00390 Руль кожа-дерево | А-00123 Руль (кожа) | А-00227 Руль Лада | А-00405 Руль (цветной) | А-00490 Руль Нива-Тайга 2107 | А-00491 Руль ""Вираж"" | А-00648 Руль ""Вираж"" (нов. обр.) | А-01054 Накладки на руль",
headlight|other|фары|kuzov-i-optika|fary,Фары,10,kuzov-i-optika/fary,0.9,1,8,near_threshold_or_close_candidate,"А-00472 Накладка под фары 2110 (2 шт) | А-02291 Фары 2115 (тюнинг), 2 шт | ИН-00702 Фары пр.21511В7RLEMN2,лев.21511В7LLEMN2 | ИН-00735 Кожух крышки фары Chevrolet | О-00645 Фары тракторные (рефленые) | О-00672 Фары тракторные средние | О-00673 Фары тракторные большие | К-00677 Набор крепления фары ВАЗ 2104, 2105, 2107",А-00472 Накладка под фары 2110 (2 шт) | ИН-00735 Кожух крышки фары Chevrolet | О-00038 Ободок фары УАЗ
exhaust|other|пламегаситель|dvigatel-i-transmissiya|vyhlopnaya-sistema,Выхлопная система,9,dvigatel-i-transmissiya/vyhlopnaya-sistema,0.89,1,8,,"Г-00599 Пламегаситель стронгер 45*400 с перфор.-диффузором ""CBD"" STAL113 | Г-00633 Пламегаситель коллекторный диссипативный D=57х110мм L=100мм CBD510.010 | Г-00600 Пламегаситель стронгер 45*550 с перфор.-диффузором ""CBD"" STAL114 | Г-00601 Пламегаситель стронгер 50*300 с перфор.-диффузором ""CBD"" STAL115 | Г-00602 Пламегаситель стронгер 50*400 с перфор.-диффузором ""CBD"" STAL116 | Г-00603 Пламегаситель стронгер 50*550 с перфор.-диффузором ""CBD"" STAL117 | Г-00604 Стронгер пламегаситель жаброобразный 76х50мм L=400мм STAL101 | Г-00621 Пламегаситель коллекторный диссилативный UNIVERSAL D=57х100 мм L=100мм CBD510.003",
engine_valves|caps_plugs|клапан|dvigatel-i-transmissiya|detali-dvigatelya,Детали двигателя,9,dvigatel-i-transmissiya/detali-dvigatelya,0.916,1,8,,"ЗЧМ-00601 Крышка клапанная Таврия | ДВ-00124 Крышка клапанная 2101 | ДВ-00259 Крышка клапанов 2105 | ДВ-00261 Крышка клапанная 2108 | ДВ-00439 Крышка клапанов Нива 21214 | ДВ-00447 Крышка клапанов 2108 инжектор | ДВ-00498 Крышка клапанная 16 кл. дв. ВАЗ | ДВ-00551 Крышка клапанов 2107инжектор, Нива 21214",
copper_brake_tubes|brake_tubes|трубки-медные|tormoznaya-sistema|tormoznye-trubki,Медные тормозные трубки,9,tormoznaya-sistema/tormoznye-trubki,0.9233,1,8,,"ИН-00517 Трубки медные д.5 для иномарок 50 см | ИН-00518 Трубки медные д.5 для иномарок 75 см | ИН-00519 Трубки медные д.5 для иномарок 100 см | ИН-00520 Трубки медные д.5 для иномарок 125 см | ИН-00521 Трубки медные д.5 для иномарок 150 см | ИН-00522 Трубки медные д.5 для иномарок 175 см | ИН-00523 Трубки медные д.5 для иномарок 200 см | ИН-00999 Трубки медные для иномарок д. 3,5м",
engine_fasteners|bolts|маховик|dvigatel-i-transmissiya|detali-dvigatelya,Метизы и малые детали двигателя,9,dvigatel-i-transmissiya/detali-dvigatelya,0.8653,1,8,,К-00838 Шайба под болты маховика 2101 | КГ-00084 Гайка болта маховика ГАЗ-2410 | КГ-00022 Болт маховика УАЗ | КГ-00053 Болт крепления маховика Зил-130 | КГ-00165 Болт крепления маховика УАЗ (нов. обр.) к | КГ-00363 Болт М14*64*1.25 маховика | КГ-00475 Болт М10*45*1.25 маховика 406 дв. | КГ-00578 Болт крепления маховика Бычок,
heater_cooling_parts|heater_parts|печки|dvigatel-i-transmissiya|ohlazhdenie,Печка и отопитель,9,dvigatel-i-transmissiya/ohlazhdenie,0.852,1,8,,"РГ-00321 Рем. к-т печки Газель | К-00057 Скоба печки ВАЗ 01-07 | К-00321 Тяжка печки 2108 | К-00443 Скоба крепления печки 2108 | КР-00034 Комплект трубок печки Нива (2 шт) завод | КР-00252 Тросы печки 2114 (к-т) | КР-00312 Тросы печки 21083 (к-т, 3 шт) | КР-00640 К-т трубок печки Ларгус (к-т из 2-х шт)",
oil_pan_plugs|caps_plugs|пробка-поддона|dvigatel-i-transmissiya|detali-dvigatelya,Пробки поддона,9,dvigatel-i-transmissiya/detali-dvigatelya,0.912,1,8,,"ЗЧМ-00057 Пробка поддона Москвич | ИН-00725 21096F Пробка поддона Ford Mondeo/Focus | ИН-00803 6564F Пробка поддона BMW универсальная | КГ-00018 Пробка поддона Волга | КГ-00245 Пробка поддона 406 дв. | КГ-00694 Пробка поддона слив. (дв. 406) ремонтная | КГ-00900 Пробка поддона Газель ЕВРО-3 | КГ-01151 Пробка поддона слив. (дв. 405,409) ЕВРО-3",
wiring|other|разъем|elektrika|provodka,Проводка,9,elektrika/provodka,0.87,1,8,,А-01899 Диагностический разъём с Bluetooth (ОВД) | А-01900 Диагностический разъём с Wi-Fi (ОВД) | А-01926 Разъём диагностический BLUETOO ELM 327 | А-02222 Диагностический разъём Exposer Wi-Fi 327 | А-02243 Диагностический разъём ELM 327 (EXPOSER) | ИН-01421 Разъём-переходник KIA HY-01 | КГ-01107 Разъём кузовной д.27 | КГ-01290 Разъём кузовной д. 20,
body_glass|other|стекла|kuzov-i-optika|stekla,Стекла,9,kuzov-i-optika/stekla,0.877,1,8,near_threshold_or_close_candidate,ЗЧМ-00645 Уплотнитель зад. стекла 2141 | ЗЧМ-00422 Уплотнитель лобового стекла 2141 без зам | ЗЧМ-00599 Уплотнитель лобового стекла Таврия | А-01985 Накладка зад. стекла 2101-07 | А-00095 Плёнка лобового стекла | А-00577 Обогрев заднего стекла | ДВ-00187 Обдув лобового стекла 2105-07 | КР-00105 Замок лоб. стекла 2101-07,А-01985 Накладка зад. стекла 2101-07 | А-00095 Плёнка лобового стекла | ДВ-00187 Обдув лобового стекла 2105-07 | КР-00373 Накладка лобового стекла 2110 лев./прав.
fuel_system|other|форсунки|dvigatel-i-transmissiya|toplivnaya-sistema,Топливная система,9,dvigatel-i-transmissiya/toplivnaya-sistema,0.87,1,8,,"Р-00074 Форсунки КАМАЗ | РГ-00225 Рем.к-т стакана форсунки | ДВ-00158 Форсунки Гранта н. обр. № 21127 | ДВ-00309 Форсунки 2110 (1 шт) ""Сименс"" | ДВ-00484 Форсунки Калина | ДВ-00703 Скоба крепления форсунки Vesta, X-RAY 1,6 | ДВ-00704 Скоба крепления форсунки Vesta, X-RAY 1,8 | ИН-00237 Форсунки Рено-Логан",
interior|other|полка|kuzov-i-optika|elementy-salona,Элементы салона,9,kuzov-i-optika/elementy-salona,0.85,1,8,,А-00101 Полка зад. п 2104-08 | А-00102 Полка зад. п 2109 | А-01710 Полка аккустическая с опорами 2172 | А-01711 Полка аккустическая 2108-09 | А-00379 Полка зад. 21099 | А-00645 Полка под бардачок 2105-06 | А-00670 Полка акустическая 2170 | А-01647 Полка аккустическая 2105-07 с коробами,
car_audio|other|автоколонки|aksessuary|prochie-aksessuary,Автоаудио,8,aksessuary/prochie-aksessuary,0.89,1,8,,А-01279 Автоколонки SWAT А 69 | А-01485 Автоколонки CARLIVE 16 | А-02087 Автоколонки 6975 | А-02088 Автоколонки 6995 | А-02372 Автоколонки д.10 | А-02089 Автоколонки 1695 | А-02090 Автоколонки Kenwood 6956 | А-02278 Автоколонки Eplutus ES-500,
pneumatic_line_fittings|fittings|быстросъемное|tormoznaya-sistema|prochaya-tormoznaya-sistema,Пневмофитинги и соединители шлангов,8,tormoznaya-sistema/prochaya-tormoznaya-sistema,0.877,1,8,,К-00861 Кольцо стопорное для вал. ф4 быстросъёмное | К-00862 Кольцо стопорное для вал. ф5 быстросъёмное | К-00864 Кольцо стопорное для вал. ф8 быстросъёмное | К-00865 Кольцо стопорное для вал. ф10 быстросъёмное | К-00866 Кольцо стопорное для вал. ф12 быстросъёмное | К-00867 Кольцо стопорное для вал. ф15 быстросъёмное | К-00871 Кольцо стопорное для вал. ф2 быстросъёмное | К-00872 Кольцо стопорное для вал. ф3 быстросъёмное,
pneumatic_line_fittings|fittings|соединитель-труб|tormoznaya-sistema|prochaya-tormoznaya-sistema,Пневмофитинги и соединители шлангов,8,tormoznaya-sistema/prochaya-tormoznaya-sistema,0.914,1,8,,КР-00575 Соединитель труб под хомут СВД TRS4545 | КР-00576 Соединитель труб под хомут СВД TRS4550 | КР-00577 Соединитель труб под хомут СВД TRS5050 | КР-00578 Соединитель труб под хомут СВД TRS5055 | КР-00579 Соединитель труб под хомут СВД TRS5060 | КР-00580 Соединитель труб под хомут СВД TRS5555 | КР-00581 Соединитель труб под хомут СВД TRS5560 | КР-00582 Соединитель труб под хомут СВД TRS6060,
seat_covers|other|накидка|aksessuary|chehly,Чехлы и накидки сидений,8,aksessuary/chehly,0.8788,1,8,,"А-01689 HR Накидка на сидения ECO CORD | А-02097 Накидка 3D PREMIUM, 2 сидения | А-00378 Накидка массажная PSV плетёный бамбук | А-01312 Накидка меховая (искусств.) | А-02269 Накидка для собак на заднее сидение 160х130 | А-02425 Накидка массажная AVS М2410BP-BL (большая с поддержкой) шарики | А-01452 Накидка массажная AVS С119 шарики серая | А-01966 Накидка массажная PSV деревянные косточки бежевая, 1 шт",
interior|other|консоль|kuzov-i-optika|elementy-salona,Элементы салона,8,kuzov-i-optika/elementy-salona,0.85,1,8,,А-00014 Консоль 2106 | А-00288 Консоль Приора серебро | А-00687 Консоль Нива 21213 | А-00195 Консоль 2107 (пустая) | А-00724 Консоль 2105 | А-01210 Консоль Калина (пустая) | А-01641 Консоль Приора н/о | КР-00465 Консоль Приора 2170 пустая,
interior|seat_parts|сиденье|kuzov-i-optika|elementy-salona,Элементы салона,8,kuzov-i-optika/elementy-salona,0.85,1,8,,"А-00606 Сиденье 2105 | А-00900 Сиденье детское (9-36 кг) | А-00904 Сиденье детское (9-36 кг) | КР-00368 Сиденье 2107 перед. лев., прав. (за 1 шт) | КР-00369 Сиденье Нива 21213 перед. лев., пр.(1шт.) | КР-00370 Сиденье 2109 перед. лев., прав. (за 1 шт) | А-01115 Сиденье детское 15-36 кг | КР-00390 Сиденье перед. 2110 (за 1 шт)",
car_fragrances|fragrances|ароматизатор|aksessuary|prochie-aksessuary,Ароматизаторы и дезодоранты,7,aksessuary/prochie-aksessuary,0.86,1,7,,"А-00030 АРОМАТИЗАТОР ""Senso"" (регулируемый) | А-00032 Ароматизатор воздуха гелевый | А-00158 Ароматизатор ""Ёлочка"" | А-01415 АРОМАТИЗАТОР ""SLIM "" | А-01921 Ароматизатор CONTEX с дерев. крышечкой SEX | А-01960 Ароматизатор CONTEX спрей | А-02318 Ароматизатор CONTEX",
tow_ropes|other|трос|aksessuary|bezopasnost,Буксировочные тросы и стропы,7,aksessuary/bezopasnost,0.884,1,7,,"А-00143 Трос 15 т ленточный с петлями ""Новые технологии"" | А-01022 Трос 10т ( с крюками) | А-00471 Крюк для троса | А-02096 Трос 10 т 2 крюка | А-02132 Трос динамический 10 т | А-01422 Трос динамический 12т 6м | А-02133 Трос динамический 14 т",
tow_ropes|tow_hardware|скоба-такелажная|aksessuary|bezopasnost,Буксировочные тросы и стропы,7,aksessuary/bezopasnost,0.912,1,7,,КГ-01323 Скоба такелажная М 10 | КГ-01324 Скоба такелажная М 12 | КГ-01325 Скоба такелажная М 14 | КГ-01326 Скоба такелажная М 16 | КГ-01327 Скоба такелажная М 18 | КГ-01328 Скоба такелажная М 20 | КГ-01329 Скоба такелажная М 22,
driver_electronics|driver_electronics|антирадар|aksessuary|prochie-aksessuary,Водительская электроника,7,aksessuary/prochie-aksessuary,0.8751,1,7,,"А-00835 Антирадар ""SHO-ME"" | А-01196 Антирадар ""SHO-ME"" 530 | А-01374 Антирадар Cobra 845 | А-01009 Антирадар ""САВЕР 255"" | А-01326 Антирадар ""Кобра"" | А-01986 Антирадар ""Кармера GPS 330"" | А-01133 Антирадар ""Sho-мe"" №520 голосовой",
washing_sponges|washing_sponges|губка|aksessuary|prochie-aksessuary,Губки и расходники мойки,7,aksessuary/prochie-aksessuary,0.8474,1,7,,А-02411 Губка поролоновая крупнопористая AVS SP-11 кирпич 180х100х50мм | А-01860 РМ0972 Губка поролоновая крупнопористая 235х115х85мм | А-01946 Губка автомобильная крупнопористая AVS SP-17 | А-02265 GRASS Губка автомобильная крупнопористая | А-02148 Губка поролоновая AVS SP-12 двухслойная 170х108х53 мм | А-02246 Губка для ухода за пластиком AVS SPP-01 глянцевый эффект | А-02284 Губка поролоновая AVS SP-4 (рельса) в вакуум. упаковке,
reflectors|other|катафот|kuzov-i-optika|fonari,Катафоты и отражатели,7,kuzov-i-optika/fonari,0.86,1,7,,О-00549 Катафот оранжевый | А-00142 Катафот номера 2110 | А-00256 Катафот номера 3110 | А-00411 Катафот номера | А-01609 Катафот универсальный 2 шт | О-00094 Катафот - треугольник | О-00169 Катафот круглый,
